gender,age
F,81
F,76
M,36
M,89
 ,36
M,37
M,33
M,11
M,70
F,65
M,71
 ,42
M,37
F,72
F,25
 ,51
F,48
M,63
F,56
 ,28
M,70
F,35
M,37
F,10
F,61
M,52
M,48
F,31
M,47
F,68
M,73
M,63
F,30
F,32
M,35
M,59
M,88
M,55
 ,27
F,30
M,31
F,48
M,26
 ,11
M,30
F,26
F,66
M,28
 ,28
F,32
F,36
M,38
M,28
 ,77
F,35
M,53
 ,20
F,50
M,53
F,25
F,57
 ,34
M,71
F,45
F,59
M,71
F,10
M,26
M,60
M,28
F,35
F,50
M,29
F,39
M,40
F,54
F,52
M,58
M,41
M,33
F,34
F,32
F,59
F,37
F,51
 ,29
F,73
F,48
F,56
F,58
M,15
M,56
M,18
F,71
M,68
M,69
M,42
F,68
M,72
M,62
F,94
F,50
F,75
F,28
F,15
M,10
M,27
F,42
M,33
F,35
M,26
M,28
M,36
F,44
F,32
F,49
 ,54
F,67
 ,86
M,54
F,11
M,46
M,35
M,31
F,21
F,41
F,15
M,55
M,81
 ,32
F,35
M,46
M,70
 ,60
 ,40
F,17
M,19
F,39
M,70
M,11
F,52
F,33
M,13
M,69
M,33
M,51
F,16
F,61
F,79
 ,70
 ,64
M,66
M,67
M,53
M,66
M,79
M,80
F,54
F,46
M,84
M,72
M,79
 ,75
F,61
M,62
F,71
F,71
F,83
F,80
F,89
F,51
F,48
M,64
M,54
M,58
M,71
M,71
F,51
F,79
F,70
F,71
F,79
M,67
M,54
M,77
M,49
F,80
M,79
M,38
M,74
M,83
M,84
M,85
M,68
M,77
M,77
F,65
M,74
M,82
O,70
M,87
M,55
M,70
M,90
M,71
M,78
M,73
M,71
F,75
M,74
M,71
F,57
F,46
F,43
M,37
M,76
M,72
F,78
M,79
M,80
M,51
 ,72
M,34
M,42
F,65
F,61
F,79
F,84
F,50
F,54
F,47
F,81
F,77
F,79
F,78
M,36
M,67
M,62
M,52
M,54
 ,68
M,75
F,55
F,41
M,39
M,66
M,72
M,67
F,69
F,80
M,90
M,62
M,37
F,109
M,61
F,94
M,79
M,80
M,68
M,82
F,56
F,63
F,58
F,62
M,80
F,70
M,87
M,65
M,94
M,73
M,88
M,94
F,64
M,42
M,64
F,38
F,39
F,52
F,69
M,59
M,39
F,54
M,72
F,51
 ,74
F,52
 ,54
F,78
F,74
F,35
F,56
M,60
F,57
F,70
F,54
F,74
F,69
F,78
F,79
F,85
M,57
M,73
M,71
M,79
M,58
M,52
M,58
M,90
M,74
 ,78
M,58
M,36
M,85
M,88
M,62
F,57
 ,55
F,53
F,30
F,76
F,69
F,81
F,54
F,51
F,47
M,80
 ,84
 ,38
F,36
F,60
F,43
M,61
 ,59
 ,76
M,59
F,79
F,65
M,82
F,83
F,90
 ,54
M,74
 ,72
M,40
 ,66
 ,59
 ,53
M,65
M,57
M,87
M,63
F,77
F,78
M,60
F,78
F,73
 ,52
M,78
M,71
M,82
M,83
M,61
M,74
M,75
M,86
 ,80
F,78
F,64
F,30
M,76
M,86
M,73
 ,67
F,94
M,76
M,74
M,73
M,77
F,49
M,64
M,62
F,36
M,79
F,57
F,84
F,74
 ,64
F,91
F,83
F,75
F,78
M,57
M,64
M,56
M,68
M,70
M,36
M,64
M,75
M,74
M,73
M,81
F,80
F,72
F,74
F,75
F,75
M,79
M,71
M,65
M,49
M,66
F,75
F,70
F,74
F,62
F,74
M,70
M,63
M,38
M,84
 ,75
 ,72
M,53
M,69
M,71
M,74
M,89
M,36
M,54
M,57
M,81
M,62
M,76
M,70
M,75
M,73
M,74
F,66
F,51
F,40
M,67
F,39
F,47
M,46
F,62
F,76
M,41
M,71
F,65
M,40
M,48
M,42
F,79
F,86
M,55
F,77
 ,39
M,63
M,58
M,36
F,68
 ,78
F,38
F,79
F,73
F,75
F,64
F,61
F,32
F,90
F,74
M,67
M,77
M,62
M,64
M,53
F,80
F,69
F,77
F,70
F,77
M,95
M,66
M,72
F,80
 ,48
F,55
 ,42
M,49
M,68
F,69
F,72
F,76
F,40
O,84
M,67
F,74
M,36
M,61
M,80
F,54
F,54
F,60
F,36
M,38
M,67
M,65
M,80
M,57
F,22
F,27
F,79
M,39
M,11
F,35
F,59
F,66
M,19
 ,60
 ,28
F,31
F,73
M,74
 ,31
M,52
F,23
 ,77
M,53
M,43
 ,72
M,33
 ,58
 ,62
 ,64
F,28
 ,38
 ,19
F,54
M,63
F,16
 ,51
F,67
F,39
 ,38
M,38
M,46
M,32
F,25
M,77
F,33
M,27
F,30
 ,18
F,50
 ,47
M,84
M,81
M,56
 ,54
 ,15
F,22
M,50
F,38
F,18
F,20
F,24
M,16
F,65
 ,39
M,19
 ,29
M,22
F,2
 ,36
M,20
F,58
 ,65
M,35
M,59
M,21
M,30
 ,38
 ,14
 ,31
F,20
F,19
F,69
F,17
 ,46
 ,44
 ,39
F,20
F,51
 ,47
F,36
M,69
 ,77
 ,57
F,34
M,36
M,33
M,28
F,27
M,33
M,19
M,72
F,79
M,53
M,79
F,55
F,78
 ,24
 ,42
M,27
 ,30
M,69
F,45
M,66
F,35
 ,59
F,46
 ,16
M,2
F,8
M,30
F,32
M,40
M,41
M,57
F,74
 ,73
M,57
 ,36
 ,28
M,61
F,54
F,55
 ,50
M,17
 ,63
 ,31
M,21
M,21
F,21
 ,20
F,16
F,20
M,21
M,68
M,74
 ,33
 ,36
F,36
M,10
F,18
M,75
F,57
F,29
 ,44
M,25
 ,46
F,29
F,67
M,23
 ,20
 ,22
F,20
 ,30
M,30
 ,25
F,40
 ,61
M,23
M,30
F,18
M,72
F,23
 ,87
M,35
 ,25
M,59
 ,65
F,58
M,63
F,17
 ,31
M,28
F,52
M,76
F,73
 ,26
M,29
M,39
F,18
M,25
F,63
M,24
M,50
 ,58
 ,29
M,66
F,35
 ,23
F,28
 ,30
 ,43
M,2
M,39
M,26
M,86
F,52
M,35
M,62
F,65
M,26
M,69
M,13
F,34
M,82
F,61
M,57
F,38
M,58
F,50
F,40
M,11
M,47
F,47
F,31
M,41
F,44
F,31
F,19
M,62
M,29
F,29
M,60
F,66
M,40
M,64
M,56
M,36
F,34
M,11
F,38
M,59
M,74
M,27
F,25
 ,27
M,24
F,34
M,42
F,37
F,28
F,29
M,15
 ,51
M,36
F,29
M,29
M,31
M,70
F,28
M,38
F,53
M,45
M,36
F,11
M,58
F,45
M,83
F,67
F,29
M,18
M,47
M,59
M,61
 ,61
M,43
F,70
F,88
F,29
 ,28
M,30
 ,28
M,41
M,19
F,57
F,25
M,40
M,47
F,13
F,67
M,83
F,34
F,31
 ,31
F,62
M,38
F,46
F,56
F,43
M,30
F,30
M,20
M,12
M,66
M,13
M,60
M,77
M,51
M,72
F,33
M,17
M,36
 ,30
M,46
M,54
 ,71
F,61
M,43
F,14
F,23
M,35
M,22
F,30
 ,41
F,13
M,59
M,12
F,34
F,49
M,17
F,58
 ,38
F,37
M,16
M,29
 ,30
M,35
F,27
M,59
 ,42
M,32
F,24
F,31
 ,40
M,44
M,51
F,82
M,31
F,64
F,74
M,38
F,31
M,30
M,44
F,53
 ,30
F,32
M,55
F,43
F,78
M,38
M,32
F,32
F,35
F,38
F,36
F,56
 ,50
O,33
M,41
M,26
F,61
F,91
 ,48
M,53
M,29
F,71
F,36
M,13
M,30
F,48
 ,70
F,75
M,76
F,39
M,41
F,26
M,38
M,22
F,49
M,39
M,47
F,43
F,75
M,81
F,36
F,37
F,47
F,70
F,28
M,35
M,60
F,34
F,77
 ,59
M,62
M,19
F,36
F,32
M,13
F,37
F,39
M,32
F,32
M,74
F,18
M,13
 ,71
F,44
M,43
M,29
F,14
M,61
F,34
F,68
M,23
F,47
F,69
M,62
F,33
F,59
M,63
 ,88
M,43
M,62
F,56
M,52
F,44
M,83
M,31
F,49
F,28
F,62
M,61
F,13
M,38
M,75
M,20
M,17
M,32
M,46
M,34
M,56
 ,32
M,14
M,38
M,74
F,34
M,39
M,35
M,33
M,24
M,31
F,40
F,25
F,19
F,39
M,59
M,13
F,29
M,67
M,30
M,60
M,30
F,33
M,31
M,51
 ,56
M,38
F,91
M,89
F,54
F,77
F,73
F,65
M,25
F,66
F,31
M,67
F,30
F,46
F,50
M,35
M,33
M,52
M,76
F,73
 ,38
 ,70
M,63
F,34
F,55
 ,49
M,34
 ,31
F,47
M,50
M,45
M,47
F,70
F,51
M,44
F,34
F,43
F,37
M,64
F,80
 ,57
M,42
M,29
M,41
M,63
M,29
M,55
F,79
F,79
O,38
F,69
F,64
F,36
F,53
M,14
M,40
F,38
F,56
F,69
F,71
F,56
M,51
M,73
F,65
M,77
F,63
F,60
F,74
F,65
M,38
F,59
F,38
M,49
F,45
M,68
F,38
F,34
 ,15
F,38
F,72
M,50
M,71
F,63
F,74
M,18
M,87
F,32
M,78
M,32
F,65
F,68
F,39
M,52
F,42
M,32
F,25
F,75
M,55
M,26
F,15
M,57
F,36
M,29
M,81
M,34
M,60
F,65
M,36
M,33
M,32
F,77
M,18
F,50
F,60
M,31
M,54
M,48
F,59
F,57
M,82
M,62
F,49
M,52
F,44
M,77
M,45
F,59
M,61
M,33
M,35
M,37
M,35
F,41
M,46
M,82
 ,30
M,67
 ,71
M,37
F,83
F,40
M,74
F,63
M,53
F,47
F,37
F,71
M,19
 ,45
F,40
M,20
M,46
F,52
F,51
F,58
F,56
M,59
F,15
M,36
F,42
 ,37
F,43
M,21
M,52
M,38
F,62
M,56
F,76
F,42
M,70
M,80
F,60
F,56
M,37
M,39
F,36
M,61
M,72
M,26
M,37
M,66
F,34
 ,30
M,53
M,36
M,66
M,34
F,19
F,57
F,18
F,61
F,74
 ,74
F,69
F,66
F,40
M,71
F,41
M,60
M,52
F,54
F,61
M,71
F,34
M,33
M,74
F,44
M,54
M,50
M,56
F,51
F,64
F,31
M,52
 ,33
M,46
M,52
F,66
F,42
F,23
M,36
M,32
F,53
F,33
F,16
M,33
M,33
F,34
M,61
F,34
M,52
M,35
M,35
M,34
M,61
F,46
F,40
F,38
M,64
F,37
F,33
F,20
 ,28
F,33
M,69
F,39
F,15
M,50
 ,33
F,26
F,44
M,61
M,33
F,42
M,66
F,33
F,57
M,35
M,25
M,41
M,38
M,56
M,70
F,30
F,70
F,66
F,83
M,16
 ,51
 ,40
F,24
F,75
M,65
F,47
F,30
M,32
F,40
M,82
M,23
F,52
F,50
F,18
M,68
F,68
 ,37
M,56
F,43
 ,43
M,36
F,41
M,17
 ,35
M,59
F,36
M,34
F,22
M,59
F,41
 ,55
F,53
F,16
F,80
F,65
F,82
M,54
F,53
M,44
 ,40
M,41
M,47
F,60
M,78
M,40
F,69
M,72
F,87
F,78
F,42
F,37
F,22
M,76
F,82
F,31
 ,66
F,59
M,36
M,68
M,51
 ,47
M,58
M,37
F,61
M,52
M,18
F,57
F,58
M,77
F,83
F,50
F,69
M,36
M,61
F,46
F,65
M,23
F,49
M,37
F,54
F,68
 ,55
F,35
F,69
F,45
M,67
F,71
F,72
F,61
F,70
F,40
F,66
M,63
F,53
F,77
F,62
F,47
F,26
M,37
M,39
F,80
M,52
M,70
F,26
M,47
F,48
 ,49
F,39
F,66
F,81
F,29
F,39
M,31
F,45
M,70
F,49
M,31
M,69
F,49
M,40
M,23
M,83
M,22
 ,71
F,62
F,18
F,58
F,49
F,50
F,41
F,56
F,73
F,50
F,67
F,66
M,55
F,55
F,89
M,78
M,37
M,45
F,58
F,65
M,68
F,70
F,36
F,38
F,43
F,37
M,48
F,57
F,28
F,43
M,29
F,49
 ,52
F,66
F,28
F,31
F,48
M,77
M,69
M,46
 ,77
M,73
M,21
F,52
F,35
M,70
M,60
F,48
M,23
F,37
F,54
F,67
M,39
M,40
F,56
F,66
F,19
M,59
M,46
F,27
M,66
F,30
F,49
F,19
F,23
M,40
F,57
M,73
F,93
M,95
M,37
F,35
M,52
M,24
F,68
M,53
F,45
M,46
M,38
F,50
F,71
M,77
F,22
M,79
M,37
F,52
F,46
F,47
M,64
M,38
F,50
M,35
F,78
M,52
 ,36
F,74
F,37
F,66
F,46
M,66
 ,27
 ,72
F,27
M,45
F,22
M,58
M,53
F,51
M,39
F,37
F,45
M,43
M,51
 ,52
F,72
F,84
M,59
M,20
 ,42
M,59
F,53
F,44
M,70
F,66
F,50
M,57
 ,37
M,76
F,68
M,66
F,29
F,27
F,43
M,40
F,70
M,71
M,77
O,69
 ,42
F,54
M,20
F,48
M,61
F,46
M,47
F,72
M,62
M,70
 ,75
M,30
F,21
F,64
F,62
F,32
F,52
F,38
M,38
F,42
 ,69
F,48
M,43
F,79
F,20
F,22
M,50
M,76
M,39
F,60
F,57
M,48
M,70
F,59
F,69
F,68
M,70
F,69
M,55
F,77
F,79
M,44
M,59
M,40
F,27
F,36
F,80
F,38
M,39
M,57
M,42
F,39
 ,70
M,85
F,39
F,52
F,38
 ,68
F,52
F,28
F,67
F,20
M,30
F,39
F,65
M,48
F,75
M,74
F,65
 ,52
F,57
F,34
F,21
M,37
F,22
M,74
 ,57
 ,70
F,55
M,56
F,68
M,41
M,68
 ,51
M,40
M,62
F,67
 ,44
F,82
M,53
M,59
M,71
M,41
M,48
M,32
 ,61
M,22
 ,62
M,39
F,59
M,54
M,42
M,80
U,71
M,68
M,25
M,28
F,58
F,46
 ,74
M,40
F,72
F,39
M,41
F,33
F,44
 ,40
M,67
F,80
M,46
M,48
F,53
F,32
 ,67
F,39
M,63
 ,43
F,44
M,39
M,83
F,66
F,59
 ,62
M,73
M,82
 ,39
F,42
M,75
M,72
F,41
F,39
 ,81
M,69
M,71
M,51
M,25
F,26
F,70
M,61
M,80
F,74
M,59
F,46
M,40
M,62
M,64
F,45
M,39
M,78
F,56
M,69
M,74
M,40
M,52
F,63
F,26
F,73
F,47
M,22
M,38
F,87
M,54
F,43
F,59
F,48
M,39
M,37
F,29
F,44
M,39
 ,54
F,75
F,22
F,30
M,32
F,87
M,70
F,64
M,73
 ,78
M,52
F,73
M,61
F,42
F,45
F,72
M,74
 ,59
M,23
F,66
F,54
F,37
F,65
F,79
M,59
M,69
F,33
F,58
M,31
M,42
M,66
 ,53
F,54
M,29
F,72
F,50
M,86
F,72
F,92
M,36
F,57
F,70
F,65
M,67
M,42
 ,45
M,79
M,34
O,23
M,49
M,71
M,41
M,72
M,82
M,45
 ,55
 ,44
F,66
F,65
F,23
F,42
F,77
M,24
F,47
M,40
F,67
M,69
F,48
F,47
F,72
M,43
 ,48
F,58
F,28
 ,52
F,58
F,43
M,82
F,77
F,74
F,81
M,41
F,75
F,45
F,58
M,59
F,78
M,44
F,77
M,34
M,44
M,41
F,59
F,85
F,89
F,42
F,46
 ,35
M,56
M,61
F,42
F,64
F,57
M,51
F,24
F,50
F,71
F,41
 ,43
M,65
M,73
M,47
M,27
F,38
M,55
F,24
F,58
F,52
M,46
F,71
F,72
M,79
M,46
M,48
F,24
F,59
M,58
F,45
F,46
M,94
F,39
F,74
F,79
M,34
F,62
F,62
M,46
M,41
M,54
M,77
F,66
F,60
M,61
 ,40
F,68
M,64
F,74
M,82
F,71
F,36
 ,54
F,72
F,74
F,84
F,64
M,42
F,69
M,30
F,55
M,72
F,25
M,62
F,72
F,65
M,80
M,57
O,68
M,62
M,67
F,61
F,78
F,83
F,62
M,28
F,67
M,34
F,57
F,43
F,59
F,59
M,50
M,52
M,59
F,26
F,45
F,55
M,51
M,49
M,66
M,25
F,54
F,75
M,78
M,47
M,52
M,59
M,37
M,66
F,66
F,39
F,46
F,67
F,27
F,51
M,44
 ,63
F,58
F,26
M,40
F,48
M,70
F,54
M,56
F,67
 ,63
F,67
F,76
F,39
F,84
F,50
F,61
M,39
M,55
F,72
M,30
M,68
M,71
M,75
F,48
M,88
M,85
M,26
M,30
 ,62
M,68
F,66
F,31
F,66
M,80
M,45
F,26
F,76
M,50
O,70
M,46
 ,43
F,54
F,47
M,48
F,52
M,71
F,46
M,28
M,73
 ,74
F,68
M,80
 ,59
F,61
M,45
M,61
F,65
 ,27
F,65
F,76
M,52
M,71
F,84
F,59
M,68
F,59
M,49
F,69
F,31
F,35
F,32
F,72
F,65
M,29
F,72
F,65
M,27
F,76
M,47
M,35
F,32
F,50
F,58
M,30
F,43
F,36
F,36
F,68
M,61
M,38
M,61
F,39
M,59
F,74
F,46
 ,65
M,70
 ,47
M,53
M,51
M,65
F,37
F,78
F,60
F,46
F,57
M,28
F,66
F,34
 ,61
M,62
M,69
F,57
F,57
F,64
M,51
F,34
M,71
M,36
F,73
M,38
F,61
F,62
 ,84
M,33
O,46
F,65
F,67
M,65
M,67
M,57
F,50
F,35
F,72
F,31
F,29
F,38
F,48
F,50
F,77
M,47
M,45
F,62
F,79
F,73
F,71
F,33
F,38
M,78
F,76
F,79
 ,74
F,54
F,34
M,34
F,65
M,63
M,33
M,70
 ,64
 ,48
F,28
M,77
F,60
M,68
F,31
F,64
M,91
M,80
M,81
M,80
F,50
M,0
F,78
F,92
 ,47
F,60
F,67
M,56
F,58
F,54
F,86
M,45
F,86
F,81
M,82
F,37
M,79
F,65
M,66
M,89
M,62
F,92
M,79
F,63
F,64
M,93
M,55
M,59
M,83
M,49
M,84
F,60
F,73
M,76
F,76
M,89
M,75
M,77
M,0
M,65
M,58
F,49
M,81
F,75
F,77
F,63
M,77
F,39
F,83
F,87
F,64
F,88
F,65
F,66
F,70
M,90
F,77
M,69
M,67
F,58
F,72
F,85
M,66
F,66
M,71
F,55
 ,34
 ,85
M,86
M,77
F,75
F,80
F,81
M,78
M,83
F,80
M,52
M,0
F,73
F,38
M,81
 ,85
 ,74
M,52
M,83
M,74
 ,33
M,70
M,93
F,67
M,69
M,89
F,83
F,52
M,43
M,39
M,74
M,81
F,69
M,82
M,77
F,57
F,78
F,82
M,64
F,66
M,32
M,77
F,52
F,52
M,52
F,71
F,78
F,78
M,50
M,59
F,55
 ,63
F,67
F,86
M,66
F,83
M,71
M,31
F,69
M,51
M,70
 ,69
M,69
M,62
F,78
M,74
F,49
M,60
F,65
 ,69
F,57
M,74
M,71
F,74
F,67
M,60
F,78
M,55
 ,64
M,45
M,73
M,66
F,75
F,72
M,71
F,47
M,40
F,63
M,68
F,60
F,82
M,83
F,75
M,68
F,46
F,62
F,69
F,34
F,81
M,53
M,59
M,51
F,55
F,80
F,30
F,30
F,32
F,63
F,60
F,70
M,68
F,83
M,81
 ,57
M,72
F,64
F,60
F,60
F,40
F,72
F,71
F,56
F,72
F,77
M,72
F,65
F,71
F,66
F,69
F,74
F,79
F,73
F,48
F,67
F,81
M,74
F,50
F,59
M,68
F,64
M,68
F,67
 ,80
F,77
F,57
 ,73
F,70
F,80
F,47
M,68
M,83
F,69
M,79
F,64
M,36
M,74
F,37
F,62
F,43
F,74
F,77
M,49
F,60
M,59
 ,45
M,68
F,32
F,56
M,61
M,73
M,64
M,33
F,77
F,69
F,37
F,39
 ,46
M,62
F,37
 ,0
M,76
M,83
F,84
F,62
F,33
M,83
F,67
F,77
M,41
F,82
M,50
F,90
F,62
F,67
F,77
F,73
F,82
F,85
M,60
F,82
M,68
 ,71
F,88
F,68
 ,93
F,76
F,80
F,79
F,76
F,76
F,85
F,58
F,56
F,53
F,89
F,65
F,79
M,40
M,73
M,70
M,78
M,72
M,85
M,55
 ,40
M,64
M,89
M,37
M,87
M,68
M,93
F,82
F,68
F,42
M,39
M,54
F,46
M,64
F,67
 ,41
M,51
M,68
M,76
M,76
F,71
M,64
M,49
F,54
F,66
F,58
F,54
F,68
F,85
 ,69
M,67
M,63
M,74
M,63
 ,68
M,102
F,80
F,71
F,64
F,63
F,40
M,57
M,47
M,66
M,64
F,71
F,49
F,59
M,82
M,71
 ,85
M,63
M,78
M,59
M,93
M,79
M,80
O,81
F,95
F,74
M,67
M,76
M,62
M,70
M,85
M,54
M,75
 ,70
M,78
F,61
M,71
M,62
M,75
M,64
M,58
M,90
F,66
F,81
M,79
M,79
M,71
M,80
M,38
 ,70
F,53
F,70
M,96
M,67
F,79
M,66
F,92
F,69
F,78
F,60
 ,81
M,58
M,67
M,68
F,54
 ,44
M,42
M,54
F,40
F,36
F,35
M,61
F,85
F,51
F,64
 ,74
M,69
 ,72
M,55
 ,69
M,62
M,77
M,72
M,60
M,60
F,40
F,33
M,57
F,47
M,52
M,45
M,32
F,71
F,86
F,37
 ,69
F,69
F,65
F,60
F,48
 ,99
F,96
F,66
F,76
 ,60
F,50
F,74
F,56
M,69
F,62
F,70
F,79
F,73
F,77
F,52
F,74
M,40
M,74
F,53
F,65
F,58
F,50
M,64
F,58
F,59
F,58
F,69
M,38
M,83
M,76
M,77
 ,32
M,66
F,78
F,97
F,54
F,64
F,74
F,78
F,72
F,69
M,49
F,77
F,62
F,61
F,90
M,76
M,75
M,66
M,50
M,61
M,53
M,62
M,75
M,60
M,66
F,66
F,76
F,58
F,76
 ,67
F,67
F,72
F,81
F,59
M,71
M,67
M,78
F,81
F,81
F,64
M,67
M,54
F,72
F,79
F,83
F,67
M,62
O,81
M,80
M,78
M,68
M,69
F,85
M,42
F,95
F,56
F,42
F,70
F,86
F,33
F,55
M,59
O,70
M,63
M,76
F,79
 ,75
M,61
M,68
F,89
M,80
M,60
F,87
F,41
M,50
M,60
F,45
 ,45
F,65
F,63
F,80
F,84
F,99
F,83
M,84
M,35
M,53
M,66
F,79
M,81
 ,75
M,71
M,71
F,60
M,56
F,55
F,71
F,64
F,74
F,68
O,71
M,50
M,78
M,92
M,66
 ,67
F,84
F,76
M,68
F,82
M,92
 ,67
F,79
F,58
M,52
M,37
F,78
F,76
M,68
F,71
M,63
 ,69
M,40
 ,55
F,58
F,63
F,43
M,70
M,68
 ,32
M,74
 ,74
F,44
F,65
F,71
F,40
F,83
F,82
 ,70
M,78
M,74
M,69
 ,88
F,37
M,51
F,80
F,76
F,72
F,76
F,90
F,71
M,68
 ,0
F,66
F,87
F,69
F,76
F,77
F,49
F,90
 ,78
F,72
M,75
M,64
M,55
 ,33
M,57
F,41
M,28
 ,66
 ,61
M,26
 ,42
F,67
M,21
F,27
F,57
M,4
M,17
F,19
 ,4
M,82
M,66
M,66
 ,32
 ,73
 ,42
F,60
F,73
M,1
F,35
 ,60
F,37
 ,34
M,34
F,24
M,50
F,55
 ,29
M,44
 ,37
M,33
F,13
F,3
F,77
M,81
M,32
F,27
 ,36
 ,30
M,39
F,56
 ,3
M,32
M,32
 ,25
 ,18
 ,58
F,29
F,21
 ,57
M,34
 ,39
 ,42
F,61
F,27
F,23
M,69
M,32
M,61
F,41
M,20
M,48
M,24
F,22
F,40
 ,24
F,62
M,64
 ,80
M,42
 ,38
M,17
F,16
F,45
M,62
M,50
F,68
 ,77
M,69
F,66
F,19
M,16
M,19
M,33
M,14
F,44
M,19
M,40
M,39
 ,45
M,70
 ,71
M,4
F,21
F,4
 ,55
M,32
M,69
 ,16
 ,24
M,40
F,32
M,69
F,19
F,37
M,40
 ,51
M,39
 ,22
 ,30
M,20
F,65
M,64
 ,33
 ,15
 ,25
M,19
F,18
 ,30
F,25
F,19
 ,20
M,18
M,19
M,21
 ,31
 ,39
F,19
M,44
F,22
M,64
 ,78
M,31
F,40
M,29
 ,62
M,23
F,23
M,19
F,23
F,22
F,24
 ,34
 ,23
F,23
 ,28
M,33
M,74
M,28
 ,69
M,36
F,40
M,62
M,19
F,76
 ,9
F,56
 ,31
F,30
M,37
M,31
F,68
F,20
F,45
 ,64
M,62
M,59
M,14
M,30
M,33
F,41
F,50
M,7
M,35
M,36
M,41
M,48
 ,2
 ,35
 ,25
 ,28
M,72
M,75
M,9
M,14
F,39
M,26
M,42
M,36
F,45
M,43
M,15
 ,66
M,3
M,71
M,33
F,64
M,5
F,11
 ,25
F,18
M,82
F,82
F,30
 ,27
F,37
F,72
F,22
 ,66
F,25
M,69
 ,48
 ,58
 ,20
 ,32
F,21
F,21
 ,35
M,50
 ,36
 ,30
M,67
F,11
F,12
M,11
F,21
 ,16
M,62
M,27
F,17
F,57
 ,69
M,56
 ,72
 ,39
F,19
M,31
M,64
M,28
M,7
M,58
 ,3
M,43
M,2
M,57
M,68
M,91
F,69
F,19
 ,30
M,16
M,35
 ,26
F,81
 ,23
M,32
 ,27
M,61
M,9
F,9
M,30
M,56
 ,45
F,56
M,66
F,23
 ,77
M,37
 ,53
M,83
F,57
F,60
M,40
M,50
F,39
F,2
M,20
 ,47
M,41
F,23
M,41
M,57
F,27
F,21
M,37
M,49
 ,22
 ,56
M,30
 ,35
F,35
F,43
M,42
 ,70
M,40
 ,32
F,40
M,49
 ,41
F,20
F,44
 ,44
M,26
 ,25
M,40
F,59
M,51
F,60
F,23
F,18
M,30
 ,45
F,20
F,53
M,16
M,32
M,21
 ,40
 ,48
M,37
M,29
M,23
F,27
F,45
M,27
M,31
F,23
M,45
M,31
 ,30
M,69
F,41
M,38
 ,57
M,21
 ,22
F,22
F,23
F,23
F,40
F,24
M,35
F,34
F,18
 ,20
M,37
 ,13
 ,41
M,66
F,52
 ,6
M,7
F,5
M,41
M,79
M,28
M,49
F,52
M,29
M,71
 ,24
 ,40
 ,68
M,36
 ,32
M,14
M,25
F,25
 ,57
M,65
 ,18
M,51
M,35
 ,42
 ,52
M,31
M,37
 ,48
M,21
 ,62
 ,49
F,41
 ,35
F,63
 ,43
M,16
 ,35
F,40
 ,33
M,55
 ,65
 ,21
 ,23
M,62
 ,68
 ,39
 ,56
M,40
 ,61
F,41
M,42
M,50
F,45
F,2
M,37
 ,54
 ,35
 ,39
 ,15
F,21
 ,30
 ,19
M,17
F,10
M,46
M,43
M,57
M,37
F,20
 ,38
M,3
F,70
 ,92
 ,64
F,70
 ,5
M,33
 ,31
F,22
M,29
F,80
M,8
F,37
F,23
M,32
M,26
F,6
F,45
F,21
 ,29
M,34
F,44
 ,5
 ,44
F,4
M,43
 ,22
M,67
M,24
M,19
M,39
M,14
 ,51
 ,52
F,77
M,32
 ,44
M,56
M,52
F,17
M,25
 ,32
 ,52
M,46
F,20
F,65
M,6
M,38
M,53
 ,65
M,29
F,63
 ,37
F,22
M,39
F,25
 ,69
 ,21
M,50
F,19
F,58
 ,27
M,25
F,21
 ,40
M,64
F,51
M,50
 ,41
F,32
F,18
F,41
 ,39
F,10
F,10
 ,2
 ,52
 ,48
F,55
 ,17
 ,1
 ,40
 ,42
 ,66
F,39
F,73
F,56
F,73
M,58
M,72
M,57
F,46
 ,33
M,12
F,14
M,34
 ,31
 ,45
 ,30
F,26
F,29
 ,53
 ,35
 ,25
 ,60
O,67
F,38
M,19
M,29
 ,53
 ,43
F,42
 ,41
F,22
M,49
F,24
M,47
 ,51
 ,37
M,33
F,30
M,38
 ,20
 ,44
M,50
M,33
F,68
M,24
M,35
F,38
F,57
M,44
 ,29
M,47
F,49
F,25
F,70
 ,19
 ,23
 ,26
M,42
 ,2
M,65
 ,31
M,33
F,25
F,34
M,3
M,74
 ,45
 ,60
F,29
 ,40
F,42
M,10
 ,23
F,34
 ,62
 ,65
M,35
F,65
M,19
 ,20
M,27
F,8
M,17
 ,22
F,5
 ,35
F,3
 ,63
M,55
M,23
F,83
F,18
M,54
M,33
F,71
F,43
 ,29
 ,32
F,12
F,33
 ,42
M,16
M,91
M,35
M,52
M,17
F,18
 ,38
F,37
F,64
F,66
 ,16
 ,29
F,29
F,64
 ,43
M,36
 ,19
 ,20
M,18
 ,9
 ,48
F,19
 ,59
F,22
M,25
F,12
M,37
M,25
F,38
M,28
 ,69
 ,76
 ,31
M,60
 ,24
F,21
M,34
 ,22
F,74
 ,39
F,69
 ,29
M,50
F,25
 ,68
M,18
M,16
F,59
 ,76
M,17
M,31
F,78
F,25
M,21
F,27
M,61
F,25
F,50
F,24
F,23
 ,64
M,36
F,33
 ,22
F,3
F,5
F,28
 ,49
M,18
 ,58
F,60
M,44
 ,31
M,72
M,66
M,51
M,35
M,20
 ,56
F,16
 ,31
M,84
F,46
 ,67
